C:\Users\lees_\AppData\Local\Programs\Python\Python310\python.exe C:\Users\lees_\PycharmProjects\KFGNet\results.py
max_iter=39
C:\Users\lees_\PycharmProjects\KFGNet\model.py:343: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at ..\torch\csrc\utils\tensor_new.cpp:248.)
  vmotion = torch.tensor(vmotion_list, dtype=torch.float32).to(device)
loss.mean() = 2.142463445663452, y_pred = [0.36040974 0.6395903 ], y_actual = tensor([1., 0.])
loss.mean() = 1.5910977125167847, y_pred = [0.79616    0.20384008], y_actual = tensor([0., 1.])
loss.mean() = 1.8418290615081787, y_pred = [0.83873886 0.16126113], y_actual = tensor([0., 1.])
loss.mean() = 4.862130641937256, y_pred = [0.99216706 0.00783297], y_actual = tensor([0., 1.])
loss.mean() = 3.6554512977600098, y_pred = [0.97412735 0.02587266], y_actual = tensor([0., 1.])
loss.mean() = 1.0426201820373535, y_pred = [0.35307565 0.64692444], y_actual = tensor([1., 0.])
loss.mean() = 0.0862630158662796, y_pred = [0.91904855 0.0809515 ], y_actual = tensor([1., 0.])
loss.mean() = 0.000672459602355957, y_pred = [1.0000000e+00 1.2888877e-24], y_actual = tensor([1., 0.])
loss.mean() = 0.0007275938987731934, y_pred = [1.0000000e+00 1.4208591e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.0002488046884536743, y_pred = [9.9999666e-01 3.3384085e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.11260964721441269, y_pred = [0.89374745 0.10625258], y_actual = tensor([1., 0.])
Epoch: 31, Total Loss: 24.245441436767578, Avg Loss: 0.6216779947280884
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch31.pth
max_iter=39
loss.mean() = 0.00014995038509368896, y_pred = [1.0000000e+00 1.6589458e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.00012543797492980957, y_pred = [1.0000000e+00 2.7699149e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.00011876225471496582, y_pred = [1.000000e+00 1.035445e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.0007456947350874543, y_pred = [9.9964309e-01 3.5691992e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0003521144390106201, y_pred = [1.0000000e+00 3.8393765e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.00036437809467315674, y_pred = [1.0000000e+00 2.8650293e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.0012818232644349337, y_pred = [9.9968684e-01 3.1320922e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.00025935471057891846, y_pred = [9.9999750e-01 2.4638332e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.00030337274074554443, y_pred = [9.9999356e-01 6.4261917e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.00019699244876392186, y_pred = [9.999573e-01 4.272775e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.0004924535751342773, y_pred = [1.0000000e+00 2.0469866e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.00037229061126708984, y_pred = [1.000000e+00 7.441693e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.0004484504461288452, y_pred = [9.999999e-01 1.750929e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.06175106763839722, y_pred = [0.94048774 0.05951228], y_actual = tensor([1., 0.])
loss.mean() = 1.4929285049438477, y_pred = [0.22476657 0.77523345], y_actual = tensor([1., 0.])
loss.mean() = 0.2870733141899109, y_pred = [0.75126314 0.24873687], y_actual = tensor([1., 0.])
loss.mean() = 0.05384424328804016, y_pred = [0.9486727  0.05132728], y_actual = tensor([1., 0.])
loss.mean() = 0.0012635041493922472, y_pred = [9.9914289e-01 8.5709663e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.5154415369033813, y_pred = [0.40058595 0.599414  ], y_actual = tensor([0., 1.])
loss.mean() = 0.3086998462677002, y_pred = [0.2655146 0.7344854], y_actual = tensor([0., 1.])
loss.mean() = 0.30406996607780457, y_pred = [0.2620356 0.7379644], y_actual = tensor([0., 1.])
loss.mean() = 0.5561091303825378, y_pred = [0.42571357 0.5742864 ], y_actual = tensor([0., 1.])
loss.mean() = 0.49082493782043457, y_pred = [0.38676712 0.6132329 ], y_actual = tensor([0., 1.])
loss.mean() = 0.0005312263965606689, y_pred = [1.0000000e+00 1.4194332e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.017511682584881783, y_pred = [0.01701065 0.9829894 ], y_actual = tensor([0., 1.])
loss.mean() = 0.2669588625431061, y_pred = [0.23406091 0.7659391 ], y_actual = tensor([0., 1.])
loss.mean() = 5.00688362121582, y_pred = [0.9933062  0.00669378], y_actual = tensor([0., 1.])
loss.mean() = 0.4009874165058136, y_pred = [0.33015642 0.6698436 ], y_actual = tensor([0., 1.])
loss.mean() = 0.2983742952346802, y_pred = [0.2577748 0.7422252], y_actual = tensor([0., 1.])
loss.mean() = 2.6036436557769775, y_pred = [0.925949 0.074051], y_actual = tensor([0., 1.])
loss.mean() = 2.392029285430908, y_pred = [0.90654165 0.09345836], y_actual = tensor([0., 1.])
loss.mean() = 5.992356300354004, y_pred = [0.9974662 0.0025338], y_actual = tensor([0., 1.])
loss.mean() = 3.6853678226470947, y_pred = [0.9748966  0.02510336], y_actual = tensor([0., 1.])
loss.mean() = 2.303520679473877, y_pred = [0.10004731 0.89995265], y_actual = tensor([1., 0.])
loss.mean() = 0.1523401439189911, y_pred = [0.8610656  0.13893433], y_actual = tensor([1., 0.])
loss.mean() = 0.0005729049444198608, y_pred = [1.000000e+00 5.811269e-17], y_actual = tensor([1., 0.])
loss.mean() = 0.00043487548828125, y_pred = [1.0000000e+00 3.8835423e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.0006285436684265733, y_pred = [9.997470e-01 2.530625e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.015120470896363258, y_pred = [0.98524    0.01476007], y_actual = tensor([1., 0.])
Epoch: 32, Total Loss: 27.214475631713867, Avg Loss: 0.6978070735931396
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch32.pth
max_iter=39
loss.mean() = 0.00012527406215667725, y_pred = [1.0000000e+00 5.7571454e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.00013561546802520752, y_pred = [1.000000e+00 1.734925e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.00011342763900756836, y_pred = [1.000000e+00 1.560915e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.0003172746510244906, y_pred = [9.9995792e-01 4.2065578e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.00027595460414886475, y_pred = [9.9999917e-01 8.7764482e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.00034765899181365967, y_pred = [1.000000e+00 4.715409e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.025968939065933228, y_pred = [0.9753073  0.02469268], y_actual = tensor([1., 0.])
loss.mean() = 0.0002575516700744629, y_pred = [9.9999583e-01 4.1663784e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.0002917349338531494, y_pred = [9.9999976e-01 1.8167579e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.0004008121613878757, y_pred = [9.9975890e-01 2.4105575e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0005591809749603271, y_pred = [1.0000000e+00 2.2101948e-20], y_actual = tensor([1., 0.])
loss.mean() = 0.000417858362197876, y_pred = [1.0000000e+00 1.3893814e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.0006050020456314087, y_pred = [1.0000000e+00 2.2288368e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.08527439832687378, y_pred = [0.9187367  0.08126326], y_actual = tensor([1., 0.])
loss.mean() = 1.3072518110275269, y_pred = [0.27063274 0.72936726], y_actual = tensor([1., 0.])
loss.mean() = 0.5088250637054443, y_pred = [0.6018361  0.39816388], y_actual = tensor([1., 0.])
loss.mean() = 0.010977576486766338, y_pred = [0.9906673  0.00933266], y_actual = tensor([1., 0.])
loss.mean() = 0.02880125865340233, y_pred = [0.9720661  0.02793384], y_actual = tensor([1., 0.])
loss.mean() = 0.4300045371055603, y_pred = [0.34615412 0.6538459 ], y_actual = tensor([0., 1.])
loss.mean() = 0.2951338291168213, y_pred = [0.25550035 0.7444996 ], y_actual = tensor([0., 1.])
loss.mean() = 0.46349143981933594, y_pred = [0.37077576 0.62922424], y_actual = tensor([0., 1.])
loss.mean() = 0.8947159051895142, y_pred = [0.59072703 0.40927297], y_actual = tensor([0., 1.])
loss.mean() = 0.3924773931503296, y_pred = [0.32347584 0.67652416], y_actual = tensor([0., 1.])
loss.mean() = 0.0007037818431854248, y_pred = [1.000000e+00 8.681688e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.18929782509803772, y_pred = [0.17204067 0.8279593 ], y_actual = tensor([0., 1.])
loss.mean() = 0.3067573308944702, y_pred = [0.26394525 0.7360547 ], y_actual = tensor([0., 1.])
loss.mean() = 5.415273666381836, y_pred = [0.9955505 0.0044495], y_actual = tensor([0., 1.])
loss.mean() = 0.33098381757736206, y_pred = [0.2815753  0.71842474], y_actual = tensor([0., 1.])
loss.mean() = 0.33846625685691833, y_pred = [0.28692722 0.7130728 ], y_actual = tensor([0., 1.])
loss.mean() = 2.595073699951172, y_pred = [0.9253133  0.07468669], y_actual = tensor([0., 1.])
loss.mean() = 1.3004570007324219, y_pred = [0.7187659 0.2812341], y_actual = tensor([0., 1.])
loss.mean() = 4.087521553039551, y_pred = [0.98288524 0.01711479], y_actual = tensor([0., 1.])
loss.mean() = 2.562164783477783, y_pred = [0.9228024  0.07719757], y_actual = tensor([0., 1.])
loss.mean() = 1.6044763326644897, y_pred = [0.20128821 0.7987118 ], y_actual = tensor([1., 0.])
loss.mean() = 0.20640996098518372, y_pred = [0.8160042  0.18399583], y_actual = tensor([1., 0.])
loss.mean() = 0.000803038477897644, y_pred = [1.000000e+00 8.424985e-32], y_actual = tensor([1., 0.])
loss.mean() = 0.0005749315023422241, y_pred = [1.0000000e+00 1.5063572e-12], y_actual = tensor([1., 0.])
loss.mean() = 0.0003161430358886719, y_pred = [9.9999976e-01 2.5059904e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.020181024447083473, y_pred = [0.980246   0.01975397], y_actual = tensor([1., 0.])
Epoch: 33, Total Loss: 23.406232833862305, Avg Loss: 0.6001598238945007
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch33.pth
max_iter=39
loss.mean() = 0.0001211315393447876, y_pred = [1.00000000e+00 1.09042504e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.00013725459575653076, y_pred = [9.9999857e-01 1.4568288e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.00011593103408813477, y_pred = [1.0000000e+00 1.3175157e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.0002828508149832487, y_pred = [9.9992192e-01 7.8128985e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.00044325937051326036, y_pred = [9.9989557e-01 1.0443358e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0003788769245147705, y_pred = [1.0000000e+00 4.1253512e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.0013972986489534378, y_pred = [9.9983847e-01 1.6145832e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.00037764967419207096, y_pred = [9.9989629e-01 1.0374306e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.00036723818629980087, y_pred = [9.9995708e-01 4.2956373e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.00017496937653049827, y_pred = [9.9998891e-01 1.1142788e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.0004879087209701538, y_pred = [1.0000000e+00 1.0729143e-20], y_actual = tensor([1., 0.])
loss.mean() = 0.00041615962982177734, y_pred = [1.000000e+00 8.213454e-12], y_actual = tensor([1., 0.])
loss.mean() = 0.00041735172271728516, y_pred = [1.0000000e+00 3.1116047e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.1394534409046173, y_pred = [0.8702354  0.12976457], y_actual = tensor([1., 0.])
loss.mean() = 1.4399783611297607, y_pred = [0.2370013  0.76299864], y_actual = tensor([1., 0.])
loss.mean() = 0.9601933360099792, y_pred = [0.38318896 0.61681104], y_actual = tensor([1., 0.])
loss.mean() = 0.0325845330953598, y_pred = [0.9690712  0.03092881], y_actual = tensor([1., 0.])
loss.mean() = 0.0032055506017059088, y_pred = [0.99736303 0.002637  ], y_actual = tensor([1., 0.])
loss.mean() = 0.02889864146709442, y_pred = [0.02278989 0.9772101 ], y_actual = tensor([0., 1.])
loss.mean() = 0.2953607738018036, y_pred = [0.25563923 0.7443608 ], y_actual = tensor([0., 1.])
loss.mean() = 0.20101359486579895, y_pred = [0.18183394 0.818166  ], y_actual = tensor([0., 1.])
loss.mean() = 1.0265001058578491, y_pred = [0.6412589  0.35874107], y_actual = tensor([0., 1.])
loss.mean() = 0.5023173093795776, y_pred = [0.39385846 0.60614157], y_actual = tensor([0., 1.])
loss.mean() = 0.0008134362287819386, y_pred = [9.9974269e-01 2.5727932e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.08206240087747574, y_pred = [0.0783977  0.92160225], y_actual = tensor([0., 1.])
loss.mean() = 0.21591411530971527, y_pred = [0.19392279 0.80607724], y_actual = tensor([0., 1.])
loss.mean() = 8.126680374145508, y_pred = [9.997043e-01 2.956356e-04], y_actual = tensor([0., 1.])
loss.mean() = 0.39957284927368164, y_pred = [0.32916573 0.67083424], y_actual = tensor([0., 1.])
loss.mean() = 0.2573283612728119, y_pred = [0.2266406 0.7733594], y_actual = tensor([0., 1.])
loss.mean() = 1.9442102909088135, y_pred = [0.8568137  0.14318629], y_actual = tensor([0., 1.])
loss.mean() = 1.153409481048584, y_pred = [0.67296034 0.32703966], y_actual = tensor([0., 1.])
loss.mean() = 0.020086918026208878, y_pred = [1.4395549e-04 9.9985600e-01], y_actual = tensor([0., 1.])
loss.mean() = 8.19808578491211, y_pred = [9.9972457e-01 2.7538015e-04], y_actual = tensor([0., 1.])
loss.mean() = 1.4796414375305176, y_pred = [0.22803462 0.7719654 ], y_actual = tensor([1., 0.])
loss.mean() = 0.3076343238353729, y_pred = [0.73784363 0.26215628], y_actual = tensor([1., 0.])
loss.mean() = 0.0006794333457946777, y_pred = [1.0000000e+00 2.2673313e-30], y_actual = tensor([1., 0.])
loss.mean() = 0.00037445127964019775, y_pred = [1.0000000e+00 3.4746687e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.0003867743944283575, y_pred = [9.9998236e-01 1.7651881e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.01434860099107027, y_pred = [0.9859914  0.01400856], y_actual = tensor([1., 0.])
Epoch: 34, Total Loss: 26.835851669311523, Avg Loss: 0.6880987882614136
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch34.pth
max_iter=39
loss.mean() = 0.00013342499732971191, y_pred = [1.0000000e+00 1.3087803e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.0001277923583984375, y_pred = [1.000000e+00 6.366987e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.00011353194713592529, y_pred = [1.0000000e+00 2.7014404e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.03108050674200058, y_pred = [0.96956897 0.03043099], y_actual = tensor([1., 0.])
loss.mean() = 0.0002384185791015625, y_pred = [9.9999964e-01 3.0949627e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.0003548264503479004, y_pred = [9.999999e-01 9.737936e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.010725053027272224, y_pred = [0.9902602  0.00973984], y_actual = tensor([1., 0.])
loss.mean() = 0.00018958747386932373, y_pred = [9.9999785e-01 2.1706401e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.00028961896896362305, y_pred = [9.9999952e-01 4.4654462e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.0002176908019464463, y_pred = [9.9997747e-01 2.2521463e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.0003903806209564209, y_pred = [1.000000e+00 8.834263e-24], y_actual = tensor([1., 0.])
loss.mean() = 0.00043442845344543457, y_pred = [1.0000000e+00 5.5648728e-12], y_actual = tensor([1., 0.])
loss.mean() = 0.0005937814712524414, y_pred = [1.0000000e+00 4.7167486e-17], y_actual = tensor([1., 0.])
loss.mean() = 0.6298373937606812, y_pred = [0.5330213  0.46697873], y_actual = tensor([1., 0.])
loss.mean() = 1.0701210498809814, y_pred = [0.34305742 0.6569426 ], y_actual = tensor([1., 0.])
loss.mean() = 0.540459156036377, y_pred = [0.5832079  0.41679206], y_actual = tensor([1., 0.])
loss.mean() = 0.010987699031829834, y_pred = [0.99096733 0.00903268], y_actual = tensor([1., 0.])
loss.mean() = 0.05460694804787636, y_pred = [0.94739324 0.05260678], y_actual = tensor([1., 0.])
loss.mean() = 0.04533229023218155, y_pred = [0.03822023 0.96177983], y_actual = tensor([0., 1.])
loss.mean() = 0.34165990352630615, y_pred = [0.2893363 0.7106637], y_actual = tensor([0., 1.])
loss.mean() = 0.2292223870754242, y_pred = [0.204581 0.795419], y_actual = tensor([0., 1.])
loss.mean() = 0.7923722863197327, y_pred = [0.54668254 0.45331746], y_actual = tensor([0., 1.])
loss.mean() = 0.6969624161720276, y_pred = [0.5011642  0.49883574], y_actual = tensor([0., 1.])
loss.mean() = 0.0007739216089248657, y_pred = [9.9999988e-01 1.1184442e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.2683655917644501, y_pred = [0.23494391 0.7650561 ], y_actual = tensor([0., 1.])
loss.mean() = 0.24666379392147064, y_pred = [0.21837403 0.7816259 ], y_actual = tensor([0., 1.])
loss.mean() = 4.631033420562744, y_pred = [0.9902513  0.00974867], y_actual = tensor([0., 1.])
loss.mean() = 0.2504427433013916, y_pred = [0.22133937 0.7786606 ], y_actual = tensor([0., 1.])
loss.mean() = 0.18581241369247437, y_pred = [0.16933681 0.83066314], y_actual = tensor([0., 1.])
loss.mean() = 2.8093602657318115, y_pred = [0.93971264 0.06028732], y_actual = tensor([0., 1.])
loss.mean() = 0.7974451184272766, y_pred = [0.5329519 0.4670482], y_actual = tensor([0., 1.])
loss.mean() = 2.75927996635437, y_pred = [0.93529505 0.06470498], y_actual = tensor([0., 1.])
loss.mean() = 4.646241188049316, y_pred = [0.9903937  0.00960627], y_actual = tensor([0., 1.])
loss.mean() = 1.6242016553878784, y_pred = [0.19730876 0.8026912 ], y_actual = tensor([1., 0.])
loss.mean() = 0.46063026785850525, y_pred = [0.6330947  0.36690524], y_actual = tensor([1., 0.])
loss.mean() = 0.0007885992527008057, y_pred = [1.000000e+00 4.855172e-21], y_actual = tensor([1., 0.])
loss.mean() = 0.0004892349243164062, y_pred = [1.0000000e+00 5.1672877e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.0002884417772293091, y_pred = [9.9999416e-01 5.8423693e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.0007316649425774813, y_pred = [9.9951804e-01 4.8201211e-04], y_actual = tensor([1., 0.])
Epoch: 35, Total Loss: 23.13899803161621, Avg Loss: 0.593307614326477
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch35.pth
max_iter=39
loss.mean() = 0.00011223554611206055, y_pred = [1.0000000e+00 1.7285105e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.0001423954963684082, y_pred = [1.000000e+00 5.911384e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.00012379884719848633, y_pred = [1.0000000e+00 2.1981905e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.00028477562591433525, y_pred = [9.9996972e-01 3.0328574e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.00046478124568238854, y_pred = [9.9982232e-01 1.7768363e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0003165304660797119, y_pred = [1.0000000e+00 8.2189276e-11], y_actual = tensor([1., 0.])
loss.mean() = 0.004219174850732088, y_pred = [0.9969183  0.00308167], y_actual = tensor([1., 0.])
loss.mean() = 0.0002461969561409205, y_pred = [9.9999344e-01 6.5951867e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.0010087558766826987, y_pred = [9.993420e-01 6.579298e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.00017918646335601807, y_pred = [9.9999690e-01 3.1017048e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.0005783587694168091, y_pred = [1.0000000e+00 1.7886103e-17], y_actual = tensor([1., 0.])
loss.mean() = 0.0004647672176361084, y_pred = [9.9999988e-01 1.4327756e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.0005165338516235352, y_pred = [1.000000e+00 3.470737e-20], y_actual = tensor([1., 0.])
loss.mean() = 0.07446993142366409, y_pred = [0.92866594 0.071334  ], y_actual = tensor([1., 0.])
loss.mean() = 1.62581205368042, y_pred = [0.19680351 0.8031965 ], y_actual = tensor([1., 0.])
loss.mean() = 0.5493460893630981, y_pred = [0.5777555  0.42224452], y_actual = tensor([1., 0.])
loss.mean() = 0.00941020529717207, y_pred = [0.9918995  0.00810055], y_actual = tensor([1., 0.])
loss.mean() = 0.05664792284369469, y_pred = [0.94554347 0.05445652], y_actual = tensor([1., 0.])
loss.mean() = 0.012169944122433662, y_pred = [0.00553839 0.9944616 ], y_actual = tensor([0., 1.])
loss.mean() = 0.33841562271118164, y_pred = [0.28701243 0.71298754], y_actual = tensor([0., 1.])
loss.mean() = 0.20282989740371704, y_pred = [0.18325777 0.8167423 ], y_actual = tensor([0., 1.])
loss.mean() = 0.1771065592765808, y_pred = [0.16139175 0.8386083 ], y_actual = tensor([0., 1.])
loss.mean() = 0.49720025062561035, y_pred = [0.39086962 0.6091304 ], y_actual = tensor([0., 1.])
loss.mean() = 0.0006438791751861572, y_pred = [1.000000e+00 4.874446e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.011797426268458366, y_pred = [0.01113922 0.9888608 ], y_actual = tensor([0., 1.])
loss.mean() = 0.19802525639533997, y_pred = [0.17936827 0.8206318 ], y_actual = tensor([0., 1.])
loss.mean() = 6.868688106536865, y_pred = [0.9989598  0.00104016], y_actual = tensor([0., 1.])
loss.mean() = 0.3531036972999573, y_pred = [0.2972434 0.7027566], y_actual = tensor([0., 1.])
loss.mean() = 0.3445502519607544, y_pred = [0.2912146 0.7087854], y_actual = tensor([0., 1.])
loss.mean() = 1.6313982009887695, y_pred = [0.80421793 0.19578208], y_actual = tensor([0., 1.])
loss.mean() = 0.1595180332660675, y_pred = [0.10429262 0.8957074 ], y_actual = tensor([0., 1.])
loss.mean() = 1.4926544427871704, y_pred = [0.7694898  0.23051019], y_actual = tensor([0., 1.])
loss.mean() = 6.114875793457031, y_pred = [0.9977881  0.00221191], y_actual = tensor([0., 1.])
loss.mean() = 2.410346508026123, y_pred = [0.08992837 0.9100716 ], y_actual = tensor([1., 0.])
loss.mean() = 0.03029821440577507, y_pred = [0.97437006 0.02562993], y_actual = tensor([1., 0.])
loss.mean() = 0.0008843839168548584, y_pred = [1.0000000e+00 1.6368396e-15], y_actual = tensor([1., 0.])
loss.mean() = 0.0004954785108566284, y_pred = [1.0000000e+00 1.0883232e-12], y_actual = tensor([1., 0.])
loss.mean() = 0.0002604570472612977, y_pred = [9.9997401e-01 2.5958147e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.0008866209536790848, y_pred = [9.9935716e-01 6.4281625e-04], y_actual = tensor([1., 0.])
Epoch: 36, Total Loss: 23.170495986938477, Avg Loss: 0.5941152572631836
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch36.pth
max_iter=39
loss.mean() = 0.00014141201972961426, y_pred = [1.000000e+00 9.332007e-11], y_actual = tensor([1., 0.])
loss.mean() = 0.00011815130710601807, y_pred = [1.000000e+00 2.457606e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.00011427700519561768, y_pred = [1.0000000e+00 1.7946491e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.0001933276653289795, y_pred = [9.9999654e-01 3.4249795e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.00017470121383666992, y_pred = [9.9999988e-01 1.5969658e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.000327184796333313, y_pred = [1.000000e+00 1.928835e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.009317607618868351, y_pred = [0.99197197 0.00802807], y_actual = tensor([1., 0.])
loss.mean() = 0.0002356171462452039, y_pred = [9.9999452e-01 5.4567568e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.0002517998218536377, y_pred = [9.9999988e-01 8.9251145e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.00017799422494135797, y_pred = [9.999826e-01 1.741063e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.000542178750038147, y_pred = [1.0000000e+00 4.3889203e-24], y_actual = tensor([1., 0.])
loss.mean() = 0.0004377216100692749, y_pred = [1.000000e+00 7.985736e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.0006006062030792236, y_pred = [1.0000000e+00 4.5004144e-15], y_actual = tensor([1., 0.])
loss.mean() = 0.2689151465892792, y_pred = [0.7646161  0.23538394], y_actual = tensor([1., 0.])
loss.mean() = 0.807191789150238, y_pred = [0.44623715 0.5537628 ], y_actual = tensor([1., 0.])
loss.mean() = 0.5309336185455322, y_pred = [0.5885053 0.4114946], y_actual = tensor([1., 0.])
loss.mean() = 0.13980171084403992, y_pred = [0.8708303  0.12916973], y_actual = tensor([1., 0.])
loss.mean() = 0.0017384476959705353, y_pred = [0.9989543  0.00104573], y_actual = tensor([1., 0.])
loss.mean() = 0.026953846216201782, y_pred = [0.02055517 0.9794448 ], y_actual = tensor([0., 1.])
loss.mean() = 0.218917116522789, y_pred = [0.19652933 0.8034707 ], y_actual = tensor([0., 1.])
loss.mean() = 0.15339834988117218, y_pred = [0.14182639 0.85817367], y_actual = tensor([0., 1.])
loss.mean() = 1.6939351558685303, y_pred = [0.81604016 0.18395986], y_actual = tensor([0., 1.])
loss.mean() = 0.10458032786846161, y_pred = [0.09824152 0.90175843], y_actual = tensor([0., 1.])
loss.mean() = 0.0007304251194000244, y_pred = [1.0000000e+00 2.0891444e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.011740370653569698, y_pred = [0.01098765 0.98901236], y_actual = tensor([0., 1.])
loss.mean() = 0.3327254056930542, y_pred = [0.28280208 0.71719795], y_actual = tensor([0., 1.])
loss.mean() = 4.393998622894287, y_pred = [0.98764473 0.01235526], y_actual = tensor([0., 1.])
loss.mean() = 0.29771101474761963, y_pred = [0.25725013 0.74274987], y_actual = tensor([0., 1.])
loss.mean() = 0.22029174864292145, y_pred = [0.19745345 0.80254656], y_actual = tensor([0., 1.])
loss.mean() = 3.3267769813537598, y_pred = [0.96406895 0.03593103], y_actual = tensor([0., 1.])
loss.mean() = 0.055411942303180695, y_pred = [0.01948264 0.9805173 ], y_actual = tensor([0., 1.])
loss.mean() = 0.02681472897529602, y_pred = [0.00495413 0.9950459 ], y_actual = tensor([0., 1.])
loss.mean() = 6.794315338134766, y_pred = [0.9988788  0.00112118], y_actual = tensor([0., 1.])
loss.mean() = 1.991235375404358, y_pred = [0.13666527 0.8633348 ], y_actual = tensor([1., 0.])
loss.mean() = 0.013884402811527252, y_pred = [0.98917484 0.01082515], y_actual = tensor([1., 0.])
loss.mean() = 0.0006833374500274658, y_pred = [1.000000e+00 2.023482e-28], y_actual = tensor([1., 0.])
loss.mean() = 0.0004584193229675293, y_pred = [1.0000000e+00 1.1296876e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.00016255676746368408, y_pred = [9.9999821e-01 1.8292073e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.0019618929363787174, y_pred = [0.9982534  0.00174659], y_actual = tensor([1., 0.])
